casenum,year,citevol,beginpage,endopin,endpage,decisiondate,docketnum,multdoc,source,origin,method,treatment,initiator,intervenor,applfrom,classaction,crossapp,amicus,circuit,opinionstatus,state,district,districtjudgeid,adminreview,priorpub,sanctions,numappel,appnatpr,appbus,appnonp,appfed,appsubst,alst_code,appstate,astate_code,appfiduc,afirms,aatty,aattyfirstname,aattylastname,afirmname,aamicusbriefs,agroups,afirstlistedamicusgroup,genappel1,appel1,bank_ap1,genappel2,appel2,bank_ap2,realapplnts,acounsel1,numresp,r_natpr,r_bus,r_nonp,r_fed,r_appsubst,rlst_code,r_state,statecode,rfiduc,rfirms,ratty,rattyfirstname,rattylastname,rfirmname,ramicusbrfs,rgroups,rnameoffirstlistedamicusgroup,genresp1,respond1,bank_r1,genresp2,respond2,bank_r2,realrespondants,rcounselcode,isstyp,genissue,casetype1,direct1,casetype2,direct2,majvotes,dissent,concur,dmbasis,cmbasis,cmbasis2,dpbasis,cpbasis,cpbasis2,habes,decon,constit,fedlaw,fedlaw2,procedure,keynotes,constnote1,constnote2,uscnote1,uscsec1,uscnote2,uscsec2,civproc1,civproc2,crmproc1,crmproc2,threshgen,turnthresh,juris,stateclaim,standing,mootness,exhaust,timely,immunity,frivol,polquest,otherres,late,frivapp,otherapp,typeissue,prejud,insane,improper,justyinst,othjury,deathpen,sentence,indict,confess,search,othadmis,plea,inadqecounsel,rtcouns,suffic,indigent,entrap,procdis,othercrim,dueproc,execord,stpolicy,weightev,pretrial,trialpro,posttrial,attyfee,judgdisc,altdisp,injunct,summary,fedvst,foreign,intlaw,stvst,discover,othercivil,subevid,denovo,capricious,erroneous,abusediscr,judreview,genstd,notice,alj,agencyacq,freeinfo,comment,record,diverse,whichlaw,j1,j2,j2vote1,j2vote2,j2maj1,j2maj2,j3,j3vote1,j3vote2,j3maj1,j3maj2,j4,j4vote1,j4vote2,j4maj1,j4maj2,j5,j5vote1,j5vote2,j5maj1,j5maj2,j6,j6vote1,j6vote2,j6maj1,j6maj2,j7,j7vote1,j7vote2,j7maj1,j7maj2,j8,j8vote1,j8vote2,j8maj1,j8maj2,j9,j9vote1,j9vote2,j9maj1,j9maj2,j10,j10vote1,j10vote2,j10maj1,j10maj2,j11,j11vote1,j11vote2,j11maj1,j11maj2,j13,j13vote1,j13vote2,j13maj1,j13maj2,j14,j14vote1,j14vote2,j14maj1,j14maj2,j15,j15vote1,j15vote2,j15maj1
20026,1997,123,695,700,700,08/13/97,97-1002,2,1,1,1,4,2,0,10,0,0,0,1,1,21,7,10192,15,,0,3,2,1,0,0,0,0,0,0,0,2,3,Michael W,Reilly,Tommasiro Tommasiro,0,0,0,1,12092,2,7,71003,2,0,4,1,0,0,0,1,0,0,0,0,0,1,2,Andrea N,Ward,US Atty Office,0,0,,3,39000,2,,,,0,5,0,1,16,2,,,3,0,0,,,,,,,0,0,0,0,0,2,8,,,,,,,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,10103,2,,1,,122,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20027,1997,118,886,892,892,07/14/97,96-1145,2,1,5,1,1,2,0,3,0,0,0,1,1,39,7,10147,15,,0,1,1,0,0,0,0,0,0,0,0,99,1,Kevin,Mc Burney,,0,0,0,7,71000,2,,,,0,4,6,4,1,0,0,0,0,0,0,1,99,3,Melissa E,Darigan,,0,0,,7,71003,2,1,11902,2,0,4,0,7,740,1,119,1,3,0,0,,,,,,,0,0,0,0,1,0,13,,,18,1961,,,9,60,,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,114,1,,1,,122,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20028,1997,127,9,15,15,09/24/97,96-2289,2,1,1,1,4,2,0,1,0,0,0,1,1,19,7,10109,15,943 F Supp 77-83,0,2,2,0,0,0,0,0,0,0,0,2,2,J Bradford,Coffet,Farell Ronsenblatt Russell,0,0,0,7,71001,2,7,71000,2,0,2,1,0,0,0,1,0,0,0,0,0,1,4,Margaret D,Mc Gaughey,US Atty Office,0,0,,3,39000,2,,,,0,5,0,1,110,3,,,3,0,0,,,,,,,0,0,0,2,0,2,8,105,,21,841,21,952,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,10103,3,,1,,118,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20029,1997,127,190,195,195,10/10/97,95-1812,2,1,1,7,4,2,0,1,1,0,1,1,1,21,7,10161,15,52 F3d 1,0,61,61,0,0,0,0,0,0,0,0,99,6,Anthony A,Sibelli,,1,1,,7,71001,2,7,73001,2,0,4,4,1,2,0,0,0,0,1,21,0,1,3,WILLIAM l,Pardee,Atty Gen Mass,0,0,,5,53004,2,1,11901,2,0,6,0,2,203,2,,,3,0,0,,,,,,,0,0,0,0,2,0,2,,,,,,,,,,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,114,3,,1,,106,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20030,1997,109,94,100,100,03/31/97,95-1826,1,1,1,1,1,1,1,,0,0,0,1,1,39,7,20100,15,,0,1,1,0,0,0,0,0,0,0,0,1,2,Gordon D,Fox,Cooper Sanchez,0,0,0,7,71005,2,,,,0,4,1,0,0,0,1,0,0,0,0,0,1,3,Craig N,Moore,US Atty Office,0,0,,3,39000,2,,,,0,5,0,1,110,1,,,3,0,0,,,,,,,0,0,0,0,1,0,13,106,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,101,1,,1,,10103,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20031,1997,124,106,115,115,08/18/97,96-1695,1,1,1,1,1,2,0,1,0,0,1,2,1,32,6,20206,15,927 F Supp 54,0,1,1,0,0,0,0,,0,,0,99,1,Ronald J,Pelligra,,0,0,0,7,71000,2,,,,0,4,1,0,0,0,1,0,,0,,0,2,3,John G,Duncan,US Dept of Justice,1,1,National Organization of Women,3,39000,2,,,,0,5,0,1,117,1,117,1,3,0,0,,,,,,,0,0,0,0,0,0,7,,,18,2262,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,229,1,1,1,1,244,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20032,1997,123,75,83,83,08/18/97,96-2368,1,1,1,1,3,2,0,3,0,1,0,2,1,32,1,10205,15,867 F Sup 1145,0,7,0,0,0,0,0,,7,32,0,1,2,Kevin J,Lambeson,DOI New York City,0,0,0,5,56003,2,5,56003,2,0,6,1,1,0,0,0,0,,0,,0,1,2,Thomas E,Butler,Chadbourne Park,0,0,,7,71000,2,,,,0,4,0,2,239,1,,,3,0,0,,,,,,,0,0,0,0,0,0,8,,,,,,,,,,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,228,1,,1,,216,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20033,1997,119,122,140,143,07/15/97,96-6144,1,1,1,1,4,2,0,10,0,0,0,2,1,32,1,20269,15,918 F Supp 588,0,1,1,0,0,0,0,,0,,0,99,1,Ivars,Berzins,,0,0,0,7,71920,2,,,,0,4,1,0,0,0,1,0,,0,,0,1,2,Robert G,Season Wein,US Dept of Justice,0,0,,3,39000,2,,,,0,5,0,2,209,3,241,3,3,0,2,,2,1,,0,0,0,0,2,0,0,2,11,105,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,224,3,3,3,3,20273,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20034,1997,121,835,841,841,08/22/97,96-7330,2,1,1,1,6,1,0,1,0,1,0,2,1,32,5,20233,15,910 F Supp 966,0,1,0,1,0,0,0,,0,,0,1,2,Sharon H,Stern,Parker Chapin Flattan Klimpl,0,0,0,1,12603,2,,,,0,4,1,0,1,0,0,0,,0,,0,99,1,Leonard N,Shapiro,,0,0,,1,12403,2,,,,0,4,0,7,739,0,,,3,0,0,,,,,,,0,0,0,0,0,0,6,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,224,0,,1,,246,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20035,1997,132,869,882,882,10/16/97,96-9064,1,1,1,1,1,2,0,1,0,0,0,2,1,32,5,30217,15,922 F Sup 857,0,2,0,0,0,0,2,32,0,,0,1,3,Jane L,Gordon,New York City Corporation Council,0,0,0,4,45000,2,4,47002,2,0,6,1,1,0,0,0,0,,0,,0,1,3,Jeffrey C,Slade,Lenthal Slade,0,0,,7,73005,2,,,,0,4,0,2,282,3,,,3,0,0,,,,,,,0,0,0,0,0,0,28,,,28,621,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20298,242,3,,1,,241,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20036,1997,114,355,366,366,05/23/97,96-7925,1,1,1,1,3,1,0,3,0,0,0,2,1,32,5,20216,15,,0,1,1,0,0,0,0,,0,,0,1,1,David B,Horowitz,Nason Cohen,0,0,0,7,71005,2,,,,0,4,1,0,1,0,0,0,,0,,0,2,3,Kenneth,Moran,Ayers Thompson,0,0,,1,12400,2,,,,0,4,0,7,722,3,,,3,0,0,,,,,,,0,0,0,0,0,0,14,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,240,3,,1,,20227,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20037,1997,131,1076,1079,1079,12/30/97,96-2501,1,1,1,1,2,1,0,6,0,0,0,2,2,32,2,10242,15,929 F Supp 640,0,1,0,0,0,0,0,,1,32,0,2,3,J Michael,Mariun,District Attorney Erie Co Ny,0,0,0,5,57001,2,,,,0,6,1,1,0,0,0,0,,0,,0,99,2,Anne E,Adams,,0,0,,7,71200,2,,,,0,4,0,1,122,1,,,3,0,0,,,,,,,1,0,0,0,0,0,0,,,28,2254,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,244,1,,1,,246,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20038,1997,113,342,347,347,05/13/97,96-1433,1,1,1,2,1,2,0,1,0,0,0,2,1,45,7,32018,15,,0,2,2,0,0,0,0,,0,,0,1,1,Elizabeth D,Mann,Tepper Dardeck Mann,0,0,0,7,71000,2,7,72000,2,0,4,1,0,0,0,1,0,,0,,0,1,2,Gary G,Shattuck,US Dept of Justice,0,0,,3,39000,2,,,,0,4,0,1,110,1,209,1,3,0,0,,,,,,,0,0,1,0,0,0,7,106,105,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,244,1,1,1,1,246,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20039,1997,107,1011,1017,1017,03/07/97,96-2887,1,1,1,1,8,2,0,6,0,0,0,2,1,32,1,20266,15,,0,2,2,0,0,0,0,,0,,0,99,1,Christine E,Yaris,,0,0,0,7,72000,2,7,72000,2,0,4,1,0,0,0,1,0,,0,,0,1,4,Joann,Navickas,US Dept of Justice,0,0,,3,39000,2,,,,0,5,0,1,110,1,,,3,0,0,,,,,,,2,0,0,1,0,0,5,,,28,2253,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,206,1,,1,,241,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040,1997,103,1093,1105,1105,01/08/97,95-1679,1,1,1,1,6,2,0,1,0,0,0,2,1,32,5,10249,15,,0,2,2,0,0,0,0,,0,,0,1,2,Charles,Lavine,Hurwitz Stampur Roth,0,0,0,7,71000,2,7,71000,2,0,4,1,0,0,0,1,0,,0,,0,1,1,Maria L,Zanfini,US Dept of Justice,0,0,,3,39000,2,,,,0,5,0,1,116,2,,,3,0,0,,,,,,,0,0,1,1,0,1,31,106,1,18,1956,,,,,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,203,2,,1,,206,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041,1997,122,150,153,153,09/03/97,96-1674,1,1,1,1,6,2,0,4,0,0,0,2,1,32,5,20285,15,,0,1,1,0,0,0,0,,0,,0,1,1,David A,Lewis,The Legal Aid Society,0,0,0,7,71005,2,,,,0,3,1,0,0,0,1,0,,0,,0,1,1,Alex,Young K Oh,US Dept of Justice,0,0,,3,39000,2,,,,0,4,0,1,132,3,,,3,0,0,,,,,,,0,0,0,2,0,0,5,105,,18,3663,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,242,3,,1,,247,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20042,1997,123,103,107,107,09/12/97,97-7122,1,1,1,1,3,1,0,2,0,0,0,2,1,7,7,10248,15,949 F Supp 93,0,1,0,1,0,0,0,,0,,0,8,16,Peter C,Hein,Wachtell Lipton Rosen Katz,0,0,0,2,23408,2,,,,0,4,1,0,0,0,0,0,,1,7,0,2,4,Richard,Blumenthal,Atty Gen Conn,0,0,,5,52002,2,,,,0,6,0,7,722,1,,,3,0,0,,,,,,,0,0,0,0,0,2,5,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,241,1,,1,,243,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20043,1997,117,691,696,696,07/01/97,96-4196,1,6,6,1,8,2,0,12,0,0,0,2,1,0,55,99999,14,,0,1,0,1,0,0,0,,0,,0,1,1,Ronald G,Dunn,Gleason Dunn Wlash O' Shea,0,0,0,1,14302,2,,,,0,4,1,0,0,0,1,0,,0,,0,3,4,Ronald J,Gottleib,Office of the Solicitor,0,0,,3,36002,2,,,,0,5,0,7,759,3,,,3,0,0,,,,,,,0,0,0,1,0,0,7,,,29,651,29,666,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,225,3,,1,,237,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20044,1997,126,372,380,380,09/26/97,96-9132,1,1,1,1,1,2,0,8,1,0,3,2,2,32,5,20242,15,929 F Supp 662,0,3,0,0,0,0,3,32,2,32,0,2,11,Elizabeth I,Freedman,New York City Corporation Council,1,1,,4,42002,2,5,52001,2,0,6,11,11,0,0,0,0,,0,,0,1,5,Craig,Levine,Childrens Rights Inc,2,22,Covenant House New York,7,72000,2,7,73000,2,0,7,0,7,724,3,,,3,0,0,,,,,,,0,0,0,0,0,0,11,,,,,,,23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,242,3,,1,,244,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20045,1997,129,71,76,76,10/16/97,97-7053,1,1,1,1,3,2,0,10,0,0,0,2,1,7,7,20262,15,,0,1,1,0,0,0,0,,0,,0,1,1,Peter R,Reynolds,Macdermid Reynolds Glissmen,0,0,0,7,71005,2,,,,0,4,2,0,2,0,0,0,,0,,0,1,2,Timothy P,Vandyck,Edwards Angel,0,0,,1,13610,2,1,13610,2,0,4,0,7,731,3,,,3,0,0,,,,,,,0,0,0,0,0,0,13,,,9,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,242,3,,1,,20957,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,1997,132,7,20,20,12/22/97,96-6037,2,1,1,1,6,2,0,3,0,1,1,2,1,45,7,30213,15,917 F Supp 280,0,4,0,0,0,4,0,,0,,0,1,2,Helen M,Tour,US Attorneys Office,0,0,0,3,31001,2,3,31001,2,0,5,12,4,0,8,0,0,,0,,0,2,3,Stephen L,Saltonstall,Witten Saltunstall Woolmington Bongartz Campbell,1,1,Assoc of Forest Service Employees for Enivromental Ethics,2,2202,2,7,71000,2,0,4,0,7,753,2,,,3,0,0,,,,,,,0,0,0,9,9,0,17,,,42,4321,16,1604,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,203,240,2,,1,,246,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20047,1997,113,330,338,338,05/13/97,96-629,1,1,1,1,5,2,0,3,0,0,0,2,1,7,7,10221,15,952 F Supp930,0,3,0,0,0,1,0,,2,7,0,1,4,Judith A,Merrill,Atty Gen Ct,0,0,0,5,53004,2,3,31007,2,0,5,2,2,0,0,0,0,,0,,0,1,1,Carroll L,Lucht,Jerome Frank Legal Services,0,0,,7,73000,2,7,71000,2,0,7,0,7,751,3,,,3,0,0,,,,,,,0,0,0,1,0,0,14,,,42,1396,,,,,,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,225,228,3,,1,,521,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20048,1997,113,296,303,303,04/29/97,96-7507,1,1,1,1,6,1,0,3,0,0,0,2,1,32,2,30208,15,921 F Supp 1037,0,2,0,2,0,0,0,,0,,0,2,2,Donald G,Mc Grath,Falk Siemer,0,0,0,1,14910,2,1,14910,2,0,4,1,0,1,0,0,0,,0,,0,1,2,Kenneth A,Payment,Harter Secrest Emery,0,0,,1,14204,2,,,,0,4,0,7,729,2,,,3,0,0,,,,,,,0,0,0,0,0,0,9,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,203,2,,1,,249,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20049,1997,127,243,247,247,10/02/97,97-7015,1,1,1,1,1,1,0,5,0,0,0,2,1,7,7,10261,15,950 F Supp 476,0,1,1,0,0,0,0,,0,,0,99,1,Nancy,Burton,,0,0,0,7,73000,2,,,,0,4,1,0,0,0,0,0,,1,7,0,2,3,Robert J,Cooney,Williams Cooney Sheehy,0,0,,4,46001,2,,,,0,4,0,2,239,1,,,3,0,0,,,,,,,0,0,0,0,0,0,9,,,42,1983,,,12,,,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,240,1,,1,,206,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20050,1997,113,329,330,330,05/12/97,96-9022,1,1,1,1,1,2,0,2,0,0,0,2,2,32,5,30206,15,,0,1,0,1,0,0,0,,0,,0,2,2,Eric A,Portuguse,Lester Schwab Katz Dwyer,0,0,0,1,130401,2,,,,0,4,1,0,1,0,0,0,,0,,0,1,3,Thomas C,Moore,Proskauer Rose Goetz  Mendelsohn,0,0,,1,11601,2,,,,0,4,0,7,731,3,,,3,0,0,,,,,,,0,0,0,0,0,0,2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,241,3,,1,,20214,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20051,1997,112,606,613,613,04/30/97,96-1421,1,1,1,1,2,2,0,4,0,0,0,2,1,32,2,30220,15,,0,1,1,0,0,0,0,,0,,0,99,1,Robert M,Goldstein,,0,0,0,7,71000,2,,,,0,4,1,0,0,0,1,0,,0,,0,1,2,Anthony M,Bruce,US Dept of Justice,0,0,,3,39000,2,,,,0,5,0,1,116,1,,,3,0,0,,,,,,,0,0,0,1,0,0,5,,,18,3663,18,3613,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,243,1,,1,,20274,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052,1997,127,248,251,251,10/03/97,97-7251,1,1,1,1,1,1,0,5,0,0,0,2,1,32,6,10291,15,,0,1,1,0,0,0,0,,0,,0,99,1,Peter P,Charnetsky,,0,0,0,7,73005,2,,,,0,4,1,0,1,0,0,0,,0,,0,1,1,Margaret J,Fowler,Chernin Gold,0,0,,1,13401,2,,,,0,4,0,2,231,1,,,3,0,0,,,,,,,0,0,0,0,0,1,5,,,,,,,60,,,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,245,1,,1,,10214,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20053,1997,110,915,921,921,04/01/97,95-1330,1,1,1,1,6,2,0,4,0,0,0,2,1,32,2,10242,15,,0,1,1,0,0,0,0,,0,,0,99,1,Bruce R,Bryon,,0,0,0,7,71000,2,,,,0,4,1,0,0,0,1,0,,0,,0,1,2,William J,Hochal,US Dept of Justice,0,0,,3,39000,2,,,,0,5,0,1,116,1,,,3,0,0,,,,,,,0,0,0,0,0,1,6,,,18,3572,,,,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,216,1,,1,,946,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
